jdn_id,jdn_jtp_id,jdn_symbol,jdn_nazwa,jdn_aktywny,jdn_urz_id_wpro,jdn_data_wpro,jdn_urz_id_mod,jdn_data_mod,jdn_jdn_id,jdn_ulica,jdn_nr_bud,jdn_kod_pocztowy,jdn_regon,jdn_nazwa_pelna,jdn_jro_id,jdn_nip,jdn_nip_vat,jdn_nr_sap,jdn_nr_jpk
597,2,PS11/ŚRÓ,Przedszkole nr 11,1,1,2014-03-27 12:00,NULL,NULL,63,,,,,Przedszkole nr 11,NULL,NULL,NULL,NULL,1468
598,2,PS12/ŚRÓ,Przedszkole nr 12,1,1,2014-03-27 12:00,NULL,NULL,63,,,,,Przedszkole nr 12,NULL,NULL,NULL,NULL,1469
599,2,PS13/ŚRÓ,Przedszkole nr 13,1,1,2014-03-27 12:00,NULL,NULL,63,,,,,Przedszkole nr 13,NULL,NULL,NULL,NULL,1470
600,2,PS14/ŚRÓ,Przedszkole nr 14,1,1,2014-03-27 12:00,NULL,NULL,63,,,,,Przedszkole nr 14,NULL,NULL,NULL,NULL,1471
601,2,PS16/ŚRÓ,"Przedszkole nr 16 ""Zaczarowany Zakątek""",1,1,2014-03-27 12:00,NULL,NULL,63,,,,,"Przedszkole nr 16 ""Zaczarowany Zakątek""",NULL,NULL,NULL,NULL,1472
602,2,PS17/ŚRÓ,Przedszkole nr 17,1,1,2014-03-27 12:00,NULL,NULL,63,,,,,Przedszkole nr 17,NULL,NULL,NULL,NULL,1473
603,2,PS19/ŚRÓ,Przedszkole nr 19,1,1,2014-03-27 12:00,NULL,NULL,63,,,,,Przedszkole nr 19,NULL,NULL,NULL,NULL,1474
604,2,PS20/ŚRÓ,Przedszkole nr 20,1,1,2014-03-27 12:00,NULL,NULL,63,,,,,Przedszkole nr 20,NULL,NULL,NULL,NULL,1475
605,2,PS21/ŚRÓ,Przedszkole nr 21,1,1,2014-03-27 12:00,NULL,NULL,63,,,,,Przedszkole nr 21,NULL,NULL,NULL,NULL,1476
606,2,PS23/ŚRÓ,Przedszkole nr 23,1,1,2014-03-27 12:00,NULL,NULL,63,,,,,Przedszkole nr 23,NULL,NULL,NULL,NULL,1477
607,2,PS24/ŚRÓ,Przedszkole nr 24,1,1,2014-03-27 12:00,NULL,NULL,63,,,,,Przedszkole nr 24,NULL,NULL,NULL,NULL,1478
608,2,PS25/ŚRÓ,Przedszkole nr 25,1,1,2014-03-27 12:00,NULL,NULL,63,,,,,Przedszkole nr 25,NULL,NULL,NULL,NULL,1479
609,2,PS26/ŚRÓ,Przedszkole nr 26,1,1,2014-03-27 12:00,NULL,NULL,63,,,,,Przedszkole nr 26,NULL,NULL,NULL,NULL,1480
610,2,PS30/ŚRÓ,Przedszkole nr 30,1,1,2014-03-27 12:00,NULL,NULL,63,,,,,Przedszkole nr 30,NULL,NULL,NULL,NULL,1481
611,2,PS31/ŚRÓ,Przedszkole nr 31,1,1,2014-03-27 12:00,NULL,NULL,63,,,,,Przedszkole nr 31,NULL,NULL,NULL,NULL,1482
612,2,PS32/ŚRÓ,Przedszkole nr 32,1,1,2014-03-27 12:00,NULL,NULL,63,,,,,Przedszkole nr 32,NULL,NULL,NULL,NULL,1483
613,2,PS33/ŚRÓ,Przedszkole nr 33,1,1,2014-03-27 12:00,NULL,NULL,63,,,,,Przedszkole nr 33,NULL,NULL,NULL,NULL,1484
614,2,PS34/ŚRÓ,Przedszkole nr 34,1,1,2014-03-27 12:00,NULL,NULL,63,,,,,Przedszkole nr 34,NULL,NULL,NULL,NULL,1485
615,2,PS35/ŚRÓ,Przedszkole nr 35,1,1,2014-03-27 12:00,NULL,NULL,63,,,,,Przedszkole nr 35,NULL,NULL,NULL,NULL,1486
616,2,PS36/ŚRÓ,Przedszkole nr 36,1,1,2014-03-27 12:00,NULL,NULL,63,,,,,Przedszkole nr 36,NULL,NULL,NULL,NULL,1487
617,2,PS38/ŚRÓ,Przedszkole nr 38,1,1,2014-03-27 12:00,NULL,NULL,63,,,,,Przedszkole nr 38,NULL,NULL,NULL,NULL,1488
618,2,PS41/ŚRÓ,Przedszkole nr 41,1,1,2014-03-27 12:00,NULL,NULL,63,,,,,Przedszkole nr 41,NULL,NULL,NULL,NULL,NULL
619,2,PS42/ŚRÓ,Przedszkole nr 42,1,1,2014-03-27 12:00,NULL,NULL,63,,,,,Przedszkole nr 42,NULL,NULL,NULL,NULL,1489
620,2,PS44/ŚRÓ,Przedszkole nr 44,1,1,2014-03-27 12:00,NULL,NULL,63,,,,,Przedszkole nr 44,NULL,NULL,NULL,NULL,1490
621,2,PS72/ŚRÓ,Przedszkole nr 72,1,1,2014-03-27 12:00,NULL,NULL,63,,,,,Przedszkole nr 72,NULL,NULL,NULL,NULL,1491
622,2,PS82/ŚRÓ,Przedszkole nr 82,1,1,2014-03-27 12:00,NULL,NULL,63,,,,,Przedszkole nr 82,NULL,NULL,NULL,NULL,1492
623,2,PS122/ŚRÓ,Przedszkole nr 122,1,1,2014-03-27 12:00,NULL,NULL,63,,,,,Przedszkole nr 122,NULL,NULL,NULL,NULL,1493
624,2,PS129/ŚRÓ,"Przedszkole nr 129 ""Raj na Skarpie""",1,1,2014-03-27 12:00,NULL,NULL,63,,,,,"Przedszkole nr 129 ""Raj na Skarpie""",NULL,NULL,NULL,NULL,1494
625,2,PS206/ŚRÓ,Przedszkole nr 206,1,1,2014-03-27 12:00,NULL,NULL,63,,,,,Przedszkole nr 206,NULL,NULL,NULL,NULL,1495
626,2,PS208/ŚRÓ,Przedszkole Specjalne nr 208,1,1,2014-03-27 12:00,NULL,NULL,63,,,,,Przedszkole Specjalne nr 208,NULL,NULL,NULL,NULL,1496
627,2,SP1/ŚRÓ,Szkoła Podstawowa nr 1 im.Gustawa Morcinka ,1,1,2014-03-27 12:00,NULL,NULL,63,,,,,Szkoła Podstawowa nr 1 im.Gustawa Morcinka ,NULL,NULL,NULL,NULL,1497
628,2,SP12/ŚRÓ,Szkoła Podstawowa nr 12 im.Powstańców Śląskich,1,1,2014-03-27 12:00,NULL,NULL,63,,,,,Szkoła Podstawowa nr 12 im.Powstańców Śląskich,NULL,NULL,NULL,NULL,1498
629,2,SP29/ŚRÓ,Szkoła Podstawowa nr 29 im.Giuseppe Garibaldiego,1,1,2014-03-27 12:00,NULL,NULL,63,,,,,Szkoła Podstawowa nr 29 im.Giuseppe Garibaldiego,NULL,NULL,NULL,NULL,1499
630,2,SP32/ŚRÓ,Szkoła Podstawowa nr 32 z Oddziałami Integracyjnymi im.Małego Powstańca  ,1,1,2014-03-27 12:00,NULL,NULL,63,,,,,Szkoła Podstawowa nr 32 z Oddziałami Integracyjnymi im.Małego Powstańca  ,NULL,NULL,NULL,NULL,1500
631,2,SP34/ŚRÓ,Szkoła Podstawowa nr 34 im.Stanisława Dubois ,1,1,2014-03-27 12:00,NULL,NULL,63,,,,,Szkoła Podstawowa nr 34 im.Stanisława Dubois ,NULL,NULL,NULL,NULL,NULL
632,2,SP75/ŚRÓ,Szkoła Podstawowa nr 75 im.Marii Konopnickiej,1,1,2014-03-27 12:00,NULL,NULL,63,,,,,Szkoła Podstawowa nr 75 im.Marii Konopnickiej,NULL,NULL,NULL,NULL,1501
633,2,SP158/ŚRÓ,Szkoła Podstawowa nr 158 im.Jana Kilińskiego,1,1,2014-03-27 12:00,NULL,NULL,63,,,,,Szkoła Podstawowa nr 158 im.Jana Kilińskiego,NULL,NULL,NULL,NULL,1502
634,2,SP203/ŚRÓ,Szkoła Podstawowa nr 203,1,1,2014-03-27 12:00,NULL,NULL,63,,,,,Szkoła Podstawowa nr 203,NULL,NULL,NULL,NULL,1503
635,2,SP210/ŚRÓ,Szkoła Podstawowa nr 210 im.Bohaterów Pawiaka ,1,1,2014-03-27 12:00,NULL,NULL,63,,,,,Szkoła Podstawowa nr 210 im.Bohaterów Pawiaka ,NULL,NULL,NULL,NULL,1504
636,2,SP211/ŚRÓ,Szkoła Podstawowa nr 211 z Oddziałami Integracyjnymi im.Janusza Korczaka,1,1,2014-03-27 12:00,NULL,NULL,63,,,,,Szkoła Podstawowa nr 211 z Oddziałami Integracyjnymi im.Janusza Korczaka,NULL,NULL,NULL,NULL,1505
637,2,SP220/ŚRÓ,Szkoła Podstawowa nr 220 im.Stanisława Kopczyńskiego,1,1,2014-03-27 12:00,NULL,NULL,63,,,,,Szkoła Podstawowa nr 220 im.Stanisława Kopczyńskiego,NULL,NULL,NULL,NULL,1506
638,2,ZS22/ŚRÓ,Zespół Szkół  nr 22 im.Emiliana Konopczyńskiego,1,1,2014-03-27 12:00,NULL,NULL,63,,,,,Zespół Szkół  nr 22 im.Emiliana Konopczyńskiego,NULL,NULL,NULL,NULL,1508
639,2,ZS23/ŚRÓ,Zespół Szkół  nr 23,1,1,2014-03-27 12:00,NULL,NULL,63,,,,,Zespół Szkół  nr 23,NULL,NULL,NULL,NULL,1509
640,2,ZS60/ŚRÓ,Zespół Szkół  nr 60,1,1,2014-03-27 12:00,NULL,NULL,63,,,,,Zespół Szkół  nr 60,NULL,NULL,NULL,NULL,1510
641,2,ZS66/ŚRÓ,Zespół Szkół  nr 66,1,1,2014-03-27 12:00,NULL,NULL,63,,,,,Zespół Szkół  nr 66,NULL,NULL,NULL,NULL,1511
642,2,ZS67/ŚRÓ,Zespół Szkół  nr 67,1,1,2014-03-27 12:00,NULL,NULL,63,,,,,Zespół Szkół  nr 67,NULL,NULL,NULL,NULL,1512
643,2,ZS68/ŚRÓ,Zespół Szkół  nr 121,1,1,2014-03-27 12:00,NULL,NULL,63,,,,,Zespół Szkół  nr 121,NULL,NULL,NULL,NULL,1515
644,2,ZS69/ŚRÓ,Zespół Szkół  nr 69 ,1,1,2014-03-27 12:00,NULL,NULL,63,,,,,Zespół Szkół  nr 69 ,NULL,NULL,NULL,NULL,1513
645,2,ZSS72/ŚRÓ,Zespół Szkół Sportowych nr 72,1,1,2014-03-27 12:00,NULL,NULL,63,,,,,Zespół Szkół Sportowych nr 72,NULL,NULL,NULL,NULL,1514
646,2,ZSAB/ŚRÓ,Zespół Szkół Architektoniczno - Budowlanych i Licealnych,1,1,2014-03-27 12:00,NULL,NULL,63,,,,,Zespół Szkół Architektoniczno - Budowlanych i Licealnych,NULL,NULL,NULL,NULL,1517
647,2,ZSG/ŚRÓ,Zespół Szkół Gastronomicznych im.Prof.Eugeniusza Pijanowskiego,1,1,2014-03-27 12:00,NULL,NULL,63,,,,,Zespół Szkół Gastronomicznych im.Prof.Eugeniusza Pijanowskiego,NULL,NULL,NULL,NULL,1518
648,2,ZSLE1/ŚRÓ,Zespół Szkół Licealnych i Ekonomicznych Nr 1,1,1,2014-03-27 12:00,NULL,NULL,63,,,,,Zespół Szkół Licealnych i Ekonomicznych Nr 1,NULL,NULL,NULL,NULL,1519
649,2,ZSP/ŚRÓ,Zespół Szkół Poligraficznych im.Marszałka Józefa,1,1,2014-03-27 12:00,NULL,NULL,63,,,,,Zespół Szkół Poligraficznych im.Marszałka Józefa,NULL,NULL,NULL,NULL,1520
650,2,ZSSL1/ŚRÓ,Zespół Szkół nr 125,1,1,2014-03-27 12:00,NULL,NULL,63,,,,,Zespół Szkół nr 125,NULL,NULL,NULL,NULL,1516
651,2,GI141/TAR,"Gimnazjum nr 141 z Oddziałami Dwujęzycznymi im. Majora Henryka Dobrzańskiego ""Hubala""",1,1,2014-03-27 12:00,NULL,NULL,69,,,,,"Gimnazjum nr 141 z Oddziałami Dwujęzycznymi im. Majora Henryka Dobrzańskiego ""Hubala""",NULL,NULL,NULL,NULL,1527
652,2,GI143/TAR,Gimnazjum nr 143 z Oddziałami Integracyjnymi im. Ignacego Jana Paderewskiego,1,1,2014-03-27 12:00,NULL,NULL,69,,,,,Gimnazjum nr 143 z Oddziałami Integracyjnymi im. Ignacego Jana Paderewskiego,NULL,NULL,NULL,NULL,1528
653,2,GI144/TAR,Gimnazjum nr 144 im. Szarych Szeregów,1,1,2014-03-27 12:00,NULL,NULL,69,,,,,Gimnazjum nr 144 im. Szarych Szeregów,NULL,NULL,NULL,NULL,1529
654,2,GI145/TAR,Gimnazjum nr 145 im. Jana Pawła II,1,1,2014-03-27 12:00,NULL,NULL,69,,,,,Gimnazjum nr 145 im. Jana Pawła II,NULL,NULL,NULL,NULL,1530
655,2,LOXIII/TAR,Liceum Ogólnokształcące nr 13 z Oddziałami Dwujęzycznymi  im. Płk. Leopolda Lisa - Kuli,1,1,2014-03-27 12:00,NULL,NULL,69,,,,,Liceum Ogólnokształcące nr 13 z Oddziałami Dwujęzycznymi  im. Płk. Leopolda Lisa - Kuli,NULL,NULL,NULL,NULL,1531
656,2,LOXLVI/TAR,Liceum Ogólnokształcące nr 46 z Oddziałami Dwujęzycznymi  im. Stefana Czarneckiego,1,1,2014-03-27 12:00,NULL,NULL,69,,,,,Liceum Ogólnokształcące nr 46 z Oddziałami Dwujęzycznymi  im. Stefana Czarneckiego,NULL,NULL,NULL,NULL,1532
657,2,PPP13/TAR,Poradnia Psychologiczno-Pedagogiczna nr 13,1,1,2014-03-27 12:00,NULL,NULL,69,ul. Odrowąża 19,19,03-310,,Poradnia Psychologiczno-Pedagogiczna nr 13,NULL,NULL,NULL,NULL,1533
658,2,PS120/TAR,Przedszkole Integracyjne nr 120,1,1,2014-03-27 12:00,NULL,NULL,69,,,,,Przedszkole Integracyjne nr 120,NULL,NULL,NULL,NULL,1534
659,2,PS103/TAR,Przedszkole nr 103,1,1,2014-03-27 12:00,NULL,NULL,69,,,,,Przedszkole nr 103,NULL,NULL,NULL,NULL,1535
660,2,PS106/TAR,Przedszkole nr 106,1,1,2014-03-27 12:00,NULL,NULL,69,,,,,Przedszkole nr 106,NULL,NULL,NULL,NULL,1536
661,2,PS113/TAR,"Przedszkole nr 113 ""Przedszkole w Tęczowym Kręgu""",1,1,2014-03-27 12:00,NULL,NULL,69,,,,,"Przedszkole nr 113 ""Przedszkole w Tęczowym Kręgu""",NULL,NULL,NULL,NULL,1537
662,2,PS115/TAR,"Przedszkole nr 115 ""Przedszkole Pod Klonem""",1,1,2014-03-27 12:00,NULL,NULL,69,,,,,"Przedszkole nr 115 ""Przedszkole Pod Klonem""",NULL,NULL,NULL,NULL,1538
663,2,PS119/TAR,Przedszkole nr 119  „W Zielonym Ogrodzie”,1,1,2014-03-27 12:00,NULL,NULL,69,,,,,Przedszkole nr 119  „W Zielonym Ogrodzie”,NULL,NULL,NULL,NULL,1539
664,2,PS123/TAR,"Przedszkole nr 123 ""Ocean Marzeń""",1,1,2014-03-27 12:00,NULL,NULL,69,,,,,"Przedszkole nr 123 ""Ocean Marzeń""",NULL,NULL,NULL,NULL,1540
665,2,PS125/TAR,"Przedszkole nr 125 ""Pod Złotym Promykiem""",1,1,2014-03-27 12:00,NULL,NULL,69,,,,,"Przedszkole nr 125 ""Pod Złotym Promykiem""",NULL,NULL,NULL,NULL,1541
666,2,PS128/TAR,"Przedszkole nr 128 ""Kraina Magicznych Liczb""",1,1,2014-03-27 12:00,NULL,NULL,69,,,,,"Przedszkole nr 128 ""Kraina Magicznych Liczb""",NULL,NULL,NULL,NULL,1542
667,2,PS150/TAR,"Przedszkole nr 150 ""Przystanek Uśmiech""",1,1,2014-03-27 12:00,NULL,NULL,69,,,,,"Przedszkole nr 150 ""Przystanek Uśmiech""",NULL,NULL,NULL,NULL,1543
668,2,PS154/TAR,"Przedszkole nr 154 ""Pod Wesołą Truskaweczką""",1,1,2014-03-27 12:00,NULL,NULL,69,,,,,"Przedszkole nr 154 ""Pod Wesołą Truskaweczką""",NULL,NULL,NULL,NULL,1544
669,2,PS155/TAR,"Przedszkole nr 155 ""Roztańczona Kraina""",1,1,2014-03-27 12:00,NULL,NULL,69,,,,,"Przedszkole nr 155 ""Roztańczona Kraina""",NULL,NULL,NULL,NULL,1545
670,2,PS156/TAR,Przedszkole nr 156,1,1,2014-03-27 12:00,NULL,NULL,69,,,,,Przedszkole nr 156,NULL,NULL,NULL,NULL,1546
671,2,PS157/TAR,"Przedszkole nr 157 ""Przedszkole z Serduszkiem """,1,1,2014-03-27 12:00,NULL,NULL,69,,,,,"Przedszkole nr 157 ""Przedszkole z Serduszkiem """,NULL,NULL,NULL,NULL,1547
672,2,PS18/TAR,Przedszkole nr 18,1,1,2014-03-27 12:00,NULL,NULL,69,,,,,Przedszkole nr 18,NULL,NULL,NULL,NULL,1548
673,2,PS81/TAR,Przedszkole nr 81,1,1,2014-03-27 12:00,NULL,NULL,69,,,,,Przedszkole nr 81,NULL,NULL,NULL,NULL,1549
674,2,PS88/TAR,"Przedszkole nr 88 ""Pod Zielonym Listkiem""",1,1,2014-03-27 12:00,NULL,NULL,69,,,,,"Przedszkole nr 88 ""Pod Zielonym Listkiem""",NULL,NULL,NULL,NULL,1550
675,2,PS90/TAR,Przedszkole nr 90,1,1,2014-03-27 12:00,NULL,NULL,69,,,,,Przedszkole nr 90,NULL,NULL,NULL,NULL,1551
676,2,PS91/TAR,"Przedszkole nr 91 ""Zaczarowany Ogród""",1,1,2014-03-27 12:00,NULL,NULL,69,,,,,"Przedszkole nr 91 ""Zaczarowany Ogród""",NULL,NULL,NULL,NULL,1552
677,2,PS94/TAR,"Przedszkole nr 94 ""Kraina Słonecznych Marzeń""",1,1,2014-03-27 12:00,NULL,NULL,69,,,,,"Przedszkole nr 94 ""Kraina Słonecznych Marzeń""",NULL,NULL,NULL,NULL,1553
678,2,PS95/TAR,Przedszkole nr 95 z Oddziałami Integracyjnymi im. Króla Maciusia I,1,1,2014-03-27 12:00,NULL,NULL,69,,,,,Przedszkole nr 95 z Oddziałami Integracyjnymi im. Króla Maciusia I,NULL,NULL,NULL,NULL,1554
679,2,SP114/TAR,Szkoła Podstawowa nr 114 z Oddziałami Integracyjnymi im. Jędrzeja Cierniaka,1,1,2014-03-27 12:00,NULL,NULL,69,,,,,Szkoła Podstawowa nr 114 z Oddziałami Integracyjnymi im. Jędrzeja Cierniaka,NULL,NULL,NULL,NULL,1555
680,2,SP277/TAR,Szkoła Podstawowa nr 277 im. Elizy Orzeszkowej,1,1,2014-03-27 12:00,NULL,NULL,69,,,,,Szkoła Podstawowa nr 277 im. Elizy Orzeszkowej,NULL,NULL,NULL,NULL,1556
681,2,SP28/TAR,Szkoła Podstawowa nr 28 im. Stefana Żeromskiego,1,1,2014-03-27 12:00,NULL,NULL,69,,,,,Szkoła Podstawowa nr 28 im. Stefana Żeromskiego,NULL,NULL,NULL,NULL,1557
682,2,SP285/TAR,Szkoła Podstawowa nr 285 im. Jana Marcina Szancera,1,1,2014-03-27 12:00,NULL,NULL,69,,,,,Szkoła Podstawowa nr 285 im. Jana Marcina Szancera,NULL,NULL,NULL,NULL,1558
683,2,SP298/TAR,Szkoła Podstawowa nr 298 im. J. Kasprowicza,1,1,2014-03-27 12:00,NULL,NULL,69,,,,,Szkoła Podstawowa nr 298 im. J. Kasprowicza,NULL,NULL,NULL,NULL,1559
684,2,SP42/TAR,Szkoła Podstawowa nr 42 z Oddziałami Integracyjnymi im. K. I. Gałczyńskiego,1,1,2014-03-27 12:00,NULL,NULL,69,,,,,Szkoła Podstawowa nr 42 z Oddziałami Integracyjnymi im. K. I. Gałczyńskiego,NULL,NULL,NULL,NULL,1560
685,2,SP52/TAR,"Szkoła Podstawowa nr 52 im. M. A. Dawidowskiego ""Alka""",1,1,2014-03-27 12:00,NULL,NULL,69,,,,,"Szkoła Podstawowa nr 52 im. M. A. Dawidowskiego ""Alka""",NULL,NULL,NULL,NULL,1561
686,2,SP58/TAR,Szkoła Podstawowa nr 58 im. Tadeusza Gajcego,1,1,2014-03-27 12:00,NULL,NULL,69,,,,,Szkoła Podstawowa nr 58 im. Tadeusza Gajcego,NULL,NULL,NULL,NULL,1562
687,2,SP84/TAR,Szkoła Podstawowa nr 84 im. Waleriana Łukasińskiego,1,1,2014-03-27 12:00,NULL,NULL,69,,,,,Szkoła Podstawowa nr 84 im. Waleriana Łukasińskiego,NULL,NULL,NULL,NULL,1563
688,2,SP275/TAR,Szkoła Podstawowa z Oddziałami Integracyjnymi nr 275 im. Artura Oppmana,1,1,2014-03-27 12:00,NULL,NULL,69,,,,,Szkoła Podstawowa z Oddziałami Integracyjnymi nr 275 im. Artura Oppmana,NULL,NULL,NULL,NULL,1564
689,2,OJVIII/TAR,VIII Ogród Jordanowski,1,1,2014-03-27 12:00,NULL,NULL,69,,,,,VIII Ogród Jordanowski,NULL,NULL,NULL,NULL,1565
690,2,ZSPW/TAR,Zespół Szkół im. Piotra Wysockiego,1,1,2014-03-27 12:00,NULL,NULL,69,ul. Odrowąża,19,03-310,,Zespół Szkół im. Piotra Wysockiego,NULL,NULL,NULL,NULL,1566
691,2,ZS113/TAR,Zespół Szkół nr 113 z Oddziałami Dwujęzycznymi,1,1,2014-03-27 12:00,NULL,NULL,69,,,,,Zespół Szkół nr 113 z Oddziałami Dwujęzycznymi,NULL,NULL,NULL,NULL,1567
692,2,ZS34/TAR,Zespół Szkół nr 34 im. Mieszka I,1,1,2014-03-27 12:00,NULL,NULL,69,,,,,Zespół Szkół nr 34 im. Mieszka I,NULL,NULL,NULL,NULL,1568
693,2,ZS41/TAR,Zespół Szkół z Oddziałami Integracyjnymi nr 41  ,1,1,2014-03-27 12:00,NULL,NULL,69,,,,,Zespół Szkół z Oddziałami Integracyjnymi nr 41  ,NULL,NULL,NULL,NULL,1569
694,2,GI131/URS,Gimnazjum nr 131 im. Krzysztofa Kamila Baczyńskiego,1,1,2014-03-27 12:00,NULL,NULL,73,,,,,Gimnazjum nr 131 im. Krzysztofa Kamila Baczyńskiego,NULL,NULL,NULL,NULL,1575
695,2,GI132/URS,Gimnazjum nr 132 z Oddziałami Integracyjnymi,1,1,2014-03-27 12:00,NULL,NULL,73,,,,,Gimnazjum nr 132 z Oddziałami Integracyjnymi,NULL,NULL,NULL,NULL,1576
696,2,GI133/URS,Gimnazjum nr 133 im. Ks. Stefana Kardynała Wyszyńskiego,1,1,2014-03-27 12:00,NULL,NULL,73,,,,,Gimnazjum nr 133 im. Ks. Stefana Kardynała Wyszyńskiego,NULL,NULL,NULL,NULL,1577
697,2,LOLVI/URS,LVI Liceum Ogólnokształcące im. Rotmistrza Witolda Pileckiego,1,1,2014-03-27 12:00,NULL,NULL,73,,,,,LVI Liceum Ogólnokształcące im. Rotmistrza Witolda Pileckiego,NULL,NULL,NULL,NULL,1578
698,2,PPP15/URS,Poradnia Psychologiczno-Pedagogiczna nr 15,1,1,2014-03-27 12:00,NULL,NULL,73,,,,,Poradnia Psychologiczno-Pedagogiczna nr 15,NULL,NULL,NULL,NULL,1579
699,2,PS137/URS,Przedszkole Integracyjne Nr 137 im. Janusza Korczaka,1,1,2014-03-27 12:00,NULL,NULL,73,,,,,Przedszkole Integracyjne Nr 137 im. Janusza Korczaka,NULL,NULL,NULL,NULL,1580
700,2,PS112/URS,"Przedszkole Nr 112 ""Leśne Skrzaty""",1,1,2014-03-27 12:00,NULL,NULL,73,,,,,"Przedszkole Nr 112 ""Leśne Skrzaty""",NULL,NULL,NULL,NULL,1581
701,2,PS168/URS,Przedszkole Nr 168,1,1,2014-03-27 12:00,NULL,NULL,73,,,,,Przedszkole Nr 168,NULL,NULL,NULL,NULL,1582
702,2,PS194/URS,Przedszkole Nr 194,1,1,2014-03-27 12:00,NULL,NULL,73,,,,,Przedszkole Nr 194,NULL,NULL,NULL,NULL,1583
703,2,PS200/URS,Przedszkole Nr 200 „Gąski Balbinki”,1,1,2014-03-27 12:00,NULL,NULL,73,,,,,Przedszkole Nr 200 „Gąski Balbinki”,NULL,NULL,NULL,NULL,1584
704,2,PS219/URS,"Przedszkole Nr 219 ""Niezapominajka""",1,1,2014-03-27 12:00,NULL,NULL,73,,,,,"Przedszkole Nr 219 ""Niezapominajka""",NULL,NULL,NULL,NULL,1585
705,2,PS343/URS,Przedszkole Nr 343,1,1,2014-03-27 12:00,NULL,NULL,73,,,,,Przedszkole Nr 343,NULL,NULL,NULL,NULL,1586
706,2,PS413/URS,Przedszkole Nr 413,1,1,2014-03-27 12:00,NULL,NULL,73,,,,,Przedszkole Nr 413,NULL,NULL,NULL,NULL,1587
707,2,PS418/URS,Przedszkole Nr 418,1,1,2014-03-27 12:00,NULL,NULL,73,,,,,Przedszkole Nr 418,NULL,NULL,NULL,NULL,1588
708,2,SP11/URS,Szkoła Podstawowa nr 11 im. Żołnierzy I Dywizji Kościuszkowskiej,1,1,2014-03-27 12:00,NULL,NULL,73,,,,,Szkoła Podstawowa nr 11 im. Żołnierzy I Dywizji Kościuszkowskiej,NULL,NULL,NULL,NULL,1589
709,2,SP4/URS,Szkoła Podstawowa nr 4 im. Władysława Broniewskiego,1,1,2014-03-27 12:00,NULL,NULL,73,,,,,Szkoła Podstawowa nr 4 im. Władysława Broniewskiego,NULL,NULL,NULL,NULL,1590
710,2,SP14/URS,Szkoła Podstawowa z Oddziałami Integracyjnymi nr 14 im. Bohaterów Warszawy,1,1,2014-03-27 12:00,NULL,NULL,73,,,,,Szkoła Podstawowa z Oddziałami Integracyjnymi nr 14 im. Bohaterów Warszawy,NULL,NULL,NULL,NULL,1591
711,2,ZS42/URS,Zespół Szkół Nr 42,1,1,2014-03-27 12:00,NULL,NULL,73,,,,,Zespół Szkół Nr 42,NULL,NULL,NULL,NULL,1592
712,2,ZS80/URS,Zespół Szkół nr 80 z Oddziałami Integracyjnymi,1,1,2014-03-27 12:00,NULL,NULL,73,,,,,Zespół Szkół nr 80 z Oddziałami Integracyjnymi,NULL,NULL,NULL,NULL,1593
713,2,SP16/URN,Szkoła Podstawowa Nr  16,1,1,2014-03-27 12:00,NULL,NULL,77,,,,,Szkoła Podstawowa Nr  16,NULL,NULL,NULL,NULL,1597
714,2,GI91/URN,Gimnazjum Nr 91,1,1,2014-03-27 12:00,NULL,NULL,77,,,,,Gimnazjum Nr 91,NULL,NULL,NULL,NULL,1598
715,2,GI92/URN,Gimnazjum Nr 92,1,1,2014-03-27 12:00,NULL,NULL,77,,,,,Gimnazjum Nr 92,NULL,NULL,NULL,NULL,1599
716,2,GI93/URN,Gimnazjum Nr 93,1,1,2014-03-27 12:00,NULL,NULL,77,,,,,Gimnazjum Nr 93,NULL,NULL,NULL,NULL,1600
717,2,GI94/URN,Gimnazjum Nr 94,1,1,2014-03-27 12:00,NULL,NULL,77,,,,,Gimnazjum Nr 94,NULL,NULL,NULL,NULL,1601
718,2,GI95/URN,Gimnazjum Nr 95,1,1,2014-03-27 12:00,NULL,NULL,77,,,,,Gimnazjum Nr 95,NULL,NULL,NULL,NULL,1602
719,2,GI96/URN,Gimnazjum Nr 96,1,1,2014-03-27 12:00,NULL,NULL,77,,,,,Gimnazjum Nr 96,NULL,NULL,NULL,NULL,1603
720,2,LOLXIII/URN,Liceum Ogólnokształcące Nr  63,1,1,2014-03-27 12:00,NULL,NULL,77,,,,,Liceum Ogólnokształcące Nr  63,NULL,NULL,NULL,NULL,1604
721,2,LOLXX/URN,Liceum Ogólnokształcące Nr  70,1,1,2014-03-27 12:00,NULL,NULL,77,,,,,Liceum Ogólnokształcące Nr  70,NULL,NULL,NULL,NULL,1605
722,2,LOCIX/URN,Liceum Ogólnokształcące Nr 109,1,1,2014-03-27 12:00,NULL,NULL,77,,,,,Liceum Ogólnokształcące Nr 109,NULL,NULL,NULL,NULL,1606
723,2,PPP18/URN,Poradnia Psychologiczno-Pedagogiczna Nr 18,1,1,2014-03-27 12:00,NULL,NULL,77,,,,,Poradnia Psychologiczno-Pedagogiczna Nr 18,NULL,NULL,NULL,NULL,1607
724,2,PPP19/URN,Poradnia Psychologiczno-Pedagogiczna Nr 19,1,1,2014-03-27 12:00,NULL,NULL,77,,,,,Poradnia Psychologiczno-Pedagogiczna Nr 19,NULL,NULL,NULL,NULL,1608
